Date,price,log_return,volatility_20d,mean_return_20d,ma_50,price_ma_ratio,regime,regime_label,baseline_return,regime_strategy_return,baseline_equity,regime_equity
2010-05-03,5222.75,-0.0105231549841106,0.0084493133840337,-0.0006444338132528,5177.454013671875,1.008748698918139,2,Bull / Risk-On,-0.0105231549841106,-0.0105231549841106,0.9920571873350544,0.9920571873350544
2010-05-04,5148.5,-0.0143186729823531,0.008171298685636,-0.0020912242117951,5182.144013671875,0.99350770384167,2,Bull / Risk-On,-0.0143186729823531,-0.0143186729823531,0.9778522448898108,0.9778522448898108
2010-05-05,5124.89990234375,-0.0045944165309339,0.0081799990169823,-0.0022985879209848,5186.88701171875,0.9880492655353872,2,Bull / Risk-On,-0.0045944165309339,-0.0045944165309339,0.9733595843710782,0.9733595843710782
2010-05-06,5090.85009765625,-0.0066661636744762,0.0081811827822533,-0.0027124303767726,5191.806015625,0.9805547592369748,2,Bull / Risk-On,-0.0066661636744762,-0.0066661636744762,0.9668710100675404,0.9668710100675404
2010-05-07,5018.0498046875,-0.0144034568075265,0.0082698494215082,-0.002775237731622,5195.039013671875,0.965931110715706,2,Bull / Risk-On,-0.0144034568075265,-0.0144034568075265,0.952944725235583,0.952944725235583
2010-05-10,5193.60009765625,0.0343857440395936,0.0114009068942561,-0.0015931648595804,5201.51001953125,0.9984793027706764,1,Sideways / Neutral,0.0343857440395936,0.0343857440395936,0.9857124386414147,0.9857124386414147
2010-05-11,5136.14990234375,-0.0111233645861763,0.0115885978259617,-0.0019432877820479,5207.061015625,0.9863817395132368,1,Sideways / Neutral,-0.0111233645861763,-0.0111233645861763,0.9747479998092772,0.9747479998092772
2010-05-12,5156.64990234375,0.0039833723565122,0.0116591207212163,-0.0015870286364023,5212.999013671875,0.989190653752218,1,Sideways / Neutral,0.0039833723565122,0.0039833723565122,0.9786307840462829,0.9786307840462829
2010-05-13,5178.89990234375,0.0043055347402521,0.0115815213334093,-0.0009060300079497,5218.131015625,0.9924817692074466,1,Sideways / Neutral,0.0043055347402521,0.0043055347402521,0.9828443128848743,0.9828443128848743
2010-05-14,5093.5,-0.0166274426039294,0.0121041468458876,-0.0016330001355961,5219.661015625,0.9758296534492684,1,Sideways / Neutral,-0.0166274426039294,-0.0166274426039294,0.9665021254837826,0.9665021254837826
2010-05-17,5059.89990234375,-0.006618516089783,0.0119531954867051,-0.0014006791353221,5219.09701171875,0.9694971929018478,1,Sideways / Neutral,-0.006618516089783,-0.006618516089783,0.9601053156154586,0.9601053156154586
2010-05-18,5066.2001953125,0.0012443672728817,0.0118745455234146,-0.0015919674396905,5218.816015625,0.9707566199200026,1,Sideways / Neutral,0.0012443672728817,0.0012443672728817,0.9613000392487303,0.9613000392487303
2010-05-19,4919.64990234375,-0.0293536983189342,0.013334785422997,-0.0032009393679074,5215.435009765625,0.9432865893510256,1,Sideways / Neutral,-0.0293536983189342,-0.0293536983189342,0.9330823279026434,0.9330823279026434
2010-05-20,4947.60009765625,0.0056652603446742,0.0133681092995973,-0.0031502201781963,5211.90701171875,0.9492878684389,1,Sideways / Neutral,0.0056652603446742,0.0056652603446742,0.9383684822132267,0.9383684822132267
2010-05-21,4931.14990234375,-0.0033304234883113,0.0131709534719469,-0.0036453959022055,5208.500009765625,0.9467504834593722,1,Sideways / Neutral,-0.0033304234883113,-0.0033304234883113,0.9352433177793728,0.9352433177793728
2010-05-24,4943.9501953125,0.0025924395724847,0.0131479106862689,-0.0036884557007311,5205.054013671875,0.9498364824507978,1,Sideways / Neutral,0.0025924395724847,0.0025924395724847,0.9376678795662859,0.9376678795662859
2010-05-25,4806.75,-0.0281434662706871,0.0142329663624192,-0.0049629945414514,5198.521015625,0.9246379856025456,0,Stress / Risk-Off,-0.0281434662706871,0.0,0.9112786552246055,0.9376678795662859
2010-05-26,4917.39990234375,0.0227587356083224,0.0151738933001934,-0.002942274802479,5194.129013671875,0.946722711238068,0,Stress / Risk-Off,0.0227587356083224,0.0,0.9320182052043698,0.9376678795662859
2010-05-27,5003.10009765625,0.0172778241540229,0.015680773450716,-0.0024480241056549,5191.613017578125,0.9636889499884534,0,Stress / Risk-Off,0.0172778241540229,0.0,0.9481214518622388,0.9376678795662859
2010-05-28,5066.5498046875,0.0126023342211595,0.0159710622133574,-0.0020443582013659,5188.98201171875,0.97640535142447,0,Stress / Risk-Off,0.0126023342211595,0.0,0.9600699952808577,0.9376678795662859
2010-05-31,5086.2998046875,0.003890538257075,0.0158933402300303,-0.0013236735393066,5186.070009765625,0.9807618861893008,0,Stress / Risk-Off,0.003890538257075,0.0,0.9638051843269677,0.9376678795662859
2010-06-01,4970.2001953125,-0.0230904922666169,0.016384273839951,-0.0017622645035198,5180.556015625,0.9593951267628322,0,Stress / Risk-Off,-0.0230904922666169,0.0,0.9415504481717406,0.9376678795662859
2010-06-02,5019.85009765625,0.0099399521888653,0.0165732862933929,-0.0010355460675298,5175.697021484375,0.969888708094542,0,Stress / Risk-Off,0.0099399521888653,0.0,0.9509094146099724,0.9376678795662859
2010-06-03,5110.5,0.0178971745538566,0.0170376961763249,0.0001926208438867,5173.803017578125,0.9877647027992656,0,Stress / Risk-Off,0.0178971745538566,0.0,0.9679280063881526,0.9376678795662859
2010-06-04,5135.5,0.0048799628367281,0.0167107149795562,0.0011567918260995,5172.007021484375,0.9929414207419428,0,Stress / Risk-Off,0.0048799628367281,0.0,0.9726514590879551,0.9376678795662859
2010-06-07,5034.0,-0.0199623129105978,0.0153894695069323,-0.00156061102141,5167.4790234375,0.9741694116546782,0,Stress / Risk-Off,-0.0199623129105978,0.0,0.9532350863086919,0.9376678795662859
2010-06-08,4987.10009765625,-0.0093602986328567,0.0153367688791711,-0.001472457723744,5161.581025390625,0.9661962242041584,0,Stress / Risk-Off,-0.0093602986328567,0.0,0.9443125212335256,0.9376678795662859
2010-06-09,5000.2998046875,0.0026432734937479,0.0153145896756741,-0.0015394626668822,5155.53001953125,0.9698905419509392,0,Stress / Risk-Off,0.0026432734937479,0.0,0.9468085974907163,0.9376678795662859
2010-06-10,5078.60009765625,0.0155377807121102,0.0157402543967409,-0.0009778503682893,5151.853017578125,0.9857812480923008,0,Stress / Risk-Off,0.0155377807121102,0.0,0.9615199018548677,0.9376678795662859
2010-06-11,5119.35009765625,0.0079918446569689,0.0154112002801977,0.0002531139947555,5149.258017578125,0.99419180009629,0,Stress / Risk-Off,0.0079918446569689,0.0,0.9692042195450757,0.9376678795662859
2010-06-14,5197.7001953125,0.015188760681795,0.0156687304483243,0.0013434778333344,5147.402021484375,1.0097715650765549,0,Stress / Risk-Off,0.015188760681795,0.0,0.9839252304875319,0.9376678795662859
2010-06-15,5222.35009765625,0.0047312532343929,0.0156869581163899,0.0015178221314099,5144.481025390625,1.0151364290938778,0,Stress / Risk-Off,0.0047312532343929,0.0,0.9885804299166767,0.9376678795662859
2010-06-16,5233.35009765625,0.0021041161955454,0.0139044591580397,0.0030907128571339,5141.82802734375,1.0177995199033874,0,Stress / Risk-Off,0.0021041161955454,0.0,0.9906605180098635,0.9376678795662859
2010-06-17,5274.85009765625,0.0078986343975933,0.0139351583411488,0.0032023815597799,5139.83203125,1.0262689647415215,0,Stress / Risk-Off,0.0078986343975933,0.0,0.9984853832537539,0.9376678795662859
2010-06-18,5262.60009765625,-0.0023250416925128,0.0139121462422528,0.0032526506495698,5138.995029296875,1.0240523813809344,0,Stress / Risk-Off,-0.0023250416925128,0.0,0.9961638631083243,0.9376678795662859
2010-06-21,5353.2998046875,0.0170879369366441,0.0142494353425302,0.0039774255177778,5138.826025390625,1.0417359486850055,0,Stress / Risk-Off,0.0170879369366441,0.0,1.0131862483796832,0.9376678795662859
2010-06-22,5316.5498046875,-0.0068885966849402,0.0124003650608536,0.0050401689970651,5138.363017578125,1.034677734231662,0,Stress / Risk-Off,-0.0068885966849402,0.0,1.006206816947868,0.9376678795662859
2010-06-23,5323.14990234375,0.0012406550343662,0.0116955892118223,0.0039642649683673,5138.36701171875,1.035961403730714,0,Stress / Risk-Off,0.0012406550343662,0.0,1.007455172500928,0.9376678795662859
2010-06-24,5320.60009765625,-0.0004791177425768,0.0112989908158397,0.0030764178735373,5139.30701171875,1.0352757843662796,1,Sideways / Neutral,-0.0004791177425768,-0.0004791177425768,1.006972482852932,0.9372186262485414
2010-06-25,5269.0498046875,-0.0097360537224636,0.0114113121230245,0.0019594984763562,5139.436005859375,1.0252194596217086,1,Sideways / Neutral,-0.0097360537224636,-0.0097360537224636,0.9971685446628334,0.9280938153536921
2010-06-28,5333.5,0.0121576395024626,0.0116325287123204,0.0023728535386256,5142.0330078125,1.037235659883279,1,Sideways / Neutral,0.0121576395024626,0.0121576395024626,1.0092917603520393,0.9393772453852273
2010-06-29,5256.14990234375,-0.014608882074956,0.0107786319801244,0.0027969340482086,5142.55400390625,1.022089393393091,1,Sideways / Neutral,-0.014608882074956,-0.014608882074956,0.9945471360458316,0.9256539939834975
2010-06-30,5312.5,0.0106637332420907,0.0108050594103063,0.0028331231008699,5143.906005859375,1.032775481112715,1,Sideways / Neutral,0.0106637332420907,0.0106637332420907,1.0051527214013096,0.9355249212498133
2010-07-01,5251.39990234375,-0.0115678451258036,0.010650647963476,0.0013598721168868,5143.547001953125,1.0209685845875756,1,Sideways / Neutral,-0.0115678451258036,-0.0115678451258036,0.9935252703923593,0.9247029138494659
2010-07-02,5237.10009765625,-0.0027267604610162,0.0106541470897251,0.0009795359519996,5142.207001953125,1.018453768132454,1,Sideways / Neutral,-0.0027267604610162,-0.0027267604610162,0.990816164968033,0.9221814705057947
2010-07-05,5235.89990234375,-0.0002291979982343,0.0094594324041133,0.0019661916976178,5140.47599609375,1.0185632432332168,1,Sideways / Neutral,-0.0002291979982343,-0.0002291979982343,0.9905890718864042,0.921970108358746
2010-07-06,5289.0498046875,0.0100998780288753,0.0092311512456905,0.0029392005307044,5140.089990234375,1.0289800012715988,1,Sideways / Neutral,0.0100998780288753,0.0100998780288753,1.0005939006891937,0.9312818939994383
2010-07-07,5241.10009765625,-0.0091071900953951,0.0096168525261177,0.0023516773512472,5140.60298828125,1.019549673375691,1,Sideways / Neutral,-0.0091071900953951,-0.0091071900953951,0.9914813018273244,0.9228005327583858
2010-07-08,5296.85009765625,0.0105809040833325,0.0093183788886658,0.0021038335198084,5141.4569921875,1.0302235544719855,1,Sideways / Neutral,0.0105809040833325,0.0105809040833325,1.001972070382377,0.9325645966835504
2010-07-09,5352.4501953125,0.0104421138168353,0.0094154675914704,0.0022263469778017,5142.94599609375,1.0407362238253863,1,Sideways / Neutral,0.0104421138168353,0.0104421138168353,1.0124347767825999,0.9423025423436712
2010-07-12,5383.0,0.0056914030796913,0.0089555687586852,0.0017514790976965,5146.15099609375,1.0460244956057514,1,Sideways / Neutral,0.0056914030796913,0.0056914030796913,1.0181969511891669,0.9476655659351668
2010-07-13,5400.64990234375,0.0032734590355328,0.0089359508517366,0.0016785893877535,5151.193994140625,1.0484268129848875,1,Sideways / Neutral,0.0032734590355328,0.0032734590355328,1.021529977198989,0.9507677103446406
2010-07-14,5386.14990234375,-0.0026884727623095,0.0089880471744153,0.0014389599398607,5156.418994140625,1.0445524129176031,1,Sideways / Neutral,-0.0026884727623095,-0.0026884727623095,1.0187836216794068,0.9482115972520956
2010-07-15,5378.75,-0.001374820681371,0.0088757652509523,0.0009752871859125,5162.1769921875,1.041953812924327,1,Sideways / Neutral,-0.001374820681371,-0.001374820681371,1.01738297688648,0.9469079763378776
2010-07-16,5393.89990234375,0.0028126621525335,0.0088495285126636,0.0012321723781648,5169.693994140625,1.0433692803591936,1,Sideways / Neutral,0.0028126621525335,0.0028126621525335,1.0202445314802004,0.9495713085648553
2010-07-19,5386.4501953125,-0.0013820902196343,0.0080339442599612,0.0003086710203509,5173.55099609375,1.0411514643190911,1,Sideways / Neutral,-0.0013820902196343,-0.0013820902196343,1.0188344614916063,0.9482589153464425
2010-07-20,5368.0,-0.0034311774341907,0.0079071222515516,0.0004815419828884,5178.187998046875,1.0366560661808182,1,Sideways / Neutral,-0.0034311774341907,-0.0034311774341907,1.0153386596781604,0.9450052707543356
2010-07-21,5399.35009765625,0.0058231943720508,0.0079961703925965,0.0007106689497726,5183.042001953125,1.041733811074966,1,Sideways / Neutral,0.0058231943720508,0.0058231943720508,1.021251174046924,0.9505082201285506
2010-07-22,5441.9501953125,0.0078588943689787,0.0081468156193344,0.0011275695553504,5188.3030078125,1.0488882756304057,1,Sideways / Neutral,0.0078588943689787,0.0078588943689787,1.0292770791479542,0.957978163827387
2010-07-23,5449.10009765625,0.0013129869348835,0.0077356097091825,0.0016800215882178,5195.415009765625,1.0488286474543005,1,Sideways / Neutral,0.0013129869348835,0.0013129869348835,1.0306285065052505,0.9592359766403961
2010-07-26,5418.60009765625,-0.0056129778202094,0.0074853228847706,0.0007914907220842,5202.589013671875,1.041519920834938,2,Bull / Risk-On,-0.0056129778202094,-0.0056129778202094,1.024843611557361,0.9538518063791666
2010-07-27,5430.60009765625,0.0022121455365479,0.0065504943341578,0.0016325421026594,5209.87701171875,1.0423662757184131,2,Bull / Risk-On,0.0022121455365479,0.0022121455365479,1.0271107147783272,0.9559618653951762
2010-07-28,5397.5498046875,-0.006104532335174,0.0064052269582657,0.0007941288237961,5219.435009765625,1.0341253017977272,2,Bull / Risk-On,-0.006104532335174,-0.006104532335174,1.0208406842081592,0.950126165276678
2010-07-29,5408.89990234375,0.0021006162315222,0.0057080685413079,0.0014775518916624,5228.661005859375,1.034471329520578,2,Bull / Risk-On,0.0021006162315222,0.0021006162315222,1.0229850787192052,0.9521220157214522
2010-07-30,5367.60009765625,-0.0076648275196621,0.0059988881276847,0.0012306485387301,5237.390009765625,1.0248616367404062,2,Bull / Risk-On,-0.0076648275196621,-0.0076648275196621,1.0151440745356346,0.9448241646932742
2010-08-02,5431.64990234375,0.0118620377733786,0.0064372759138266,0.0018352103273108,5247.14400390625,1.0351631093600908,2,Bull / Risk-On,0.0118620377733786,0.0118620377733786,1.027185751893198,0.9560317046240668
2010-08-03,5439.5498046875,0.0014533637403788,0.006136323546827,0.0014028846128859,5259.8,1.0341742660723792,2,Bull / Risk-On,0.0014533637403788,0.0014533637403788,1.0286786264196333,0.9574211664382201
2010-08-04,5467.85009765625,0.005189203059859,0.0056619229618906,0.0021177042706487,5270.80900390625,1.037383463070654,2,Bull / Risk-On,0.005189203059859,0.005189203059859,1.0340166486954616,0.962389419284675
2010-08-05,5447.10009765625,-0.003802129121223,0.0054394521541634,0.0013985526104209,5279.68900390625,1.0317085141996316,2,Bull / Risk-On,-0.003802129121223,-0.003802129121223,1.0300851838836271,0.9587302904476559
2010-08-06,5439.25,-0.0014421911745366,0.0050335043025523,0.0008043373608523,5287.1430078125,1.0287692222364215,2,Bull / Risk-On,-0.0014421911745366,-0.0014421911745366,1.0285996041224093,0.9573476180840114
2010-08-09,5486.14990234375,0.0085855329508556,0.005219558056491,0.0009490438544105,5295.140009765625,1.0360726802739593,2,Bull / Risk-On,0.0085855329508556,0.0085855329508556,1.0374306799168391,0.9655669576044947
2010-08-10,5460.7001953125,-0.0046496942326528,0.0053332920816927,0.0005528861910012,5304.950009765625,1.0293594068295011,2,Bull / Risk-On,-0.0046496942326528,-0.0046496942326528,1.0326069444676527,0.961077366490481
2010-08-11,5420.60009765625,-0.0073704939869633,0.0055801035813213,0.0003187851297685,5312.965009765625,1.020258949135329,2,Bull / Risk-On,-0.0073704939869633,-0.0073704939869633,1.0249961211925573,0.9539937515397564
2010-08-12,5416.4501953125,-0.0007658730806648,0.005572031688041,0.0003492325098038,5319.084013671875,1.0183050655696282,2,Bull / Risk-On,-0.0007658730806648,-0.0007658730806648,1.0242111042555502,0.9532631134063297
2010-08-13,5452.10009765625,0.0065602181038856,0.0057202725974008,0.0005366103073714,5325.416015625,1.023788579457371,2,Bull / Risk-On,0.0065602181038856,0.0065602181038856,1.030930152483888,0.9595167273406642
2010-08-16,5418.2998046875,-0.0062187964018681,0.0059049188904058,0.0002947749982597,5333.10201171875,1.0159752790742689,2,Bull / Risk-On,-0.0062187964018681,-0.0062187964018681,1.024519007761044,0.9535496881691459
2010-08-17,5414.14990234375,-0.0007661983501435,0.0058461913476093,0.0004280239524621,5341.6430078125,1.013573893729926,2,Bull / Risk-On,-0.0007661983501435,-0.0007661983501435,1.0237340229876069,0.9528190799712909
2010-08-18,5479.14990234375,0.0119340828982805,0.0062861396942782,0.0007335683787736,5351.220009765625,1.0239066777939725,2,Bull / Risk-On,0.0119340828982805,0.0119340828982805,1.0359513496837311,0.9641901018587317
2010-08-19,5540.2001953125,0.0110806748273832,0.0065154425498587,0.0008946574016938,5360.45201171875,1.0335322810839074,2,Bull / Risk-On,0.0110806748273832,0.0110806748273832,1.0474303897265653,0.9748739788492098
2010-08-20,5530.64990234375,-0.0017253047875308,0.0065405475476357,0.0007427428155731,5368.6780078125,1.0301697912028898,2,Bull / Risk-On,-0.0017253047875308,-0.0017253047875308,1.045623253060565,0.9731920241062622
2010-08-23,5543.5,0.0023207385735129,0.0063732342250348,0.0011394286352592,5375.59400390625,1.0312348730152872,2,Bull / Risk-On,0.0023207385735129,0.0023207385735129,1.0480498712773045,0.9754505483760406
2010-08-24,5505.10009765625,-0.0069511171771116,0.0066167734069907,0.0006812654995762,5381.24900390625,1.0230153062346856,2,Bull / Risk-On,-0.0069511171771116,-0.0069511171771116,1.0407647538145992,0.968670077313801
2010-08-25,5462.35009765625,-0.0077958350846487,0.006718095253556,0.0005967003621025,5385.82900390625,1.014207858009324,2,Bull / Risk-On,-0.0077958350846487,-0.0077958350846487,1.0326511234319455,0.9611184851396287
2010-08-26,5477.89990234375,0.0028426800409087,0.0067288788528943,0.0006338035525718,5389.89,1.0163287010205682,2,Bull / Risk-On,0.0028426800409087,0.0028426800409087,1.0355866201697475,0.9638506374742836
2010-08-27,5408.7001953125,-0.0127129936644879,0.0071387523638334,0.0003813952453305,5392.812001953125,1.0029461797210102,2,Bull / Risk-On,-0.0127129936644879,-0.0127129936644879,1.022421214028501,0.9515972104265604
2010-08-30,5415.4501953125,0.0012472112140708,0.0066157096855308,-0.0001493460826348,5394.055009765625,1.0039664381449838,2,Bull / Risk-On,0.0012472112140708,0.0012472112140708,1.0236963892321413,0.952784053138683
2010-08-31,5402.39990234375,-0.0024127343569622,0.0066228932705942,-0.0003426509875018,5395.77201171875,1.001228348901808,2,Bull / Risk-On,-0.0024127343569622,-0.0024127343569622,1.0212264817827428,0.9504852383189095
2010-09-01,5471.85009765625,0.0127735043088119,0.0071522820409916,3.656407494578912e-05,5398.746015625,1.0135409374361517,2,Bull / Risk-On,0.0127735043088119,0.0127735043088119,1.0342711226480674,0.9626262656060383
2010-09-02,5486.14990234375,0.0026099311561804,0.0071147680226797,0.0003571670888159,5402.05701171875,1.0155668276811178,2,Bull / Risk-On,0.0026099311561804,0.0026099311561804,1.0369704990750044,0.9651386538884011
2010-09-03,5479.39990234375,-0.0012311285750001,0.0071121146529563,0.0003677202187927,5406.264013671875,1.0135279905840562,2,Bull / Risk-On,-0.0012311285750001,-0.0012311285750001,1.035693855062161,0.963950444112762
2010-09-06,5576.9501953125,0.0176464789029981,0.0079072895761791,0.0008207675163999,5411.133017578125,1.030643707555463,2,Bull / Risk-On,0.0176464789029981,0.0176464789029981,1.0539702048254804,0.9809607752883336
2010-09-07,5604.0,0.0048385614797321,0.0078462015857163,0.0012951803020191,5418.09001953125,1.034312826069441,2,Bull / Risk-On,0.0048385614797321,0.0048385614797321,1.0590699044593344,0.985707214308772
2010-09-08,5607.85009765625,0.0006867908104461,0.007580185187731,0.0016980445418896,5423.997021484375,1.033896234722039,2,Bull / Risk-On,0.0006867908104461,0.0006867908104461,1.0597972639373372,0.9863841889653497
2010-09-09,5640.0498046875,0.0057254768041222,0.0076080545322062,0.0020226120361289,5431.77001953125,1.038344735584778,2,Bull / Risk-On,0.0057254768041222,0.0057254768041222,1.0658651085890825,0.9920317087592238
2010-09-13,5760.0,0.0210445786184708,0.008677020136069,0.0027468300618582,5442.228017578125,1.0583900530068728,1,Sideways / Neutral,0.0210445786184708,0.0210445786184708,1.0882957906634703,1.0129085980462231
2010-09-14,5795.5498046875,0.0061528732845358,0.0084420272334608,0.0033654135461784,5453.421015625,1.0627365442870156,1,Sideways / Neutral,0.0061528732845358,0.0061528732845358,1.0949919367595162,1.0191408962988182
2010-09-15,5860.9501953125,0.011221391822531,0.0085580055297847,0.0039647930548121,5464.8590234375,1.0724796687666156,1,Sideways / Neutral,0.011221391822531,0.011221391822531,1.1072792703244068,1.0305770756185526
2010-09-16,5828.7001953125,-0.0055177153710691,0.0085923155282548,0.0030922031413447,5476.611025390625,1.064289606891839,1,Sideways / Neutral,-0.0055177153710691,-0.0055177153710691,1.1011696184744715,1.0248906446473407
2010-09-17,5884.9501953125,0.0096042532441008,0.0085261577767056,0.0030183820621805,5488.37302734375,1.0722576920324025,1,Sideways / Neutral,0.0096042532441008,0.0096042532441008,1.1117455303550101,1.0347339539460434
2010-09-20,5980.4501953125,0.0160975709380551,0.0089262824052831,0.0039095258484598,5500.93302734375,1.0871701519697097,1,Sideways / Neutral,0.0160975709380551,0.0160975709380551,1.1296419328949656,1.051390657171704
2010-09-21,6009.0498046875,0.0047707850402158,0.0089201404874598,0.004032028171795,5513.4540234375,1.0898884400129647,1,Sideways / Neutral,0.0047707850402158,0.0047707850402158,1.1350312117292214,1.0564066159903616
2010-09-22,5991.0,-0.0030082905643817,0.0087056198789881,0.0042291695024315,5525.261025390625,1.084292664630527,1,Sideways / Neutral,-0.0030082905643817,-0.0030082905643817,1.1316167080446977,1.0532286379353273
2010-09-23,5959.5498046875,-0.0052634010037847,0.0085383223745057,0.0043557912064747,5536.7290234375,1.076366529671248,1,Sideways / Neutral,-0.0052634010037847,-0.0052634010037847,1.1256605555276757,1.0476850732652037
2010-09-24,6018.2998046875,0.00980985286291,0.0086151220742946,0.0047041498475747,5549.52001953125,1.084472131554874,1,Sideways / Neutral,0.00980985286291,0.00980985286291,1.1367031199509838,1.0579627096806024
2010-09-27,6035.64990234375,0.0028787426627548,0.007601960792525,0.0054837366639369,5562.35501953125,1.0850889382555782,1,Sideways / Neutral,0.0028787426627548,0.0028787426627548,1.1399753957172731,1.0610083120685636
2010-09-28,6029.5,-0.0010194490621581,0.0076848885866354,0.0053704036501254,5575.216015625,1.0814827592512706,1,Sideways / Neutral,-0.0010194490621581,-0.0010194490621581,1.1388132488692257,1.0599266681398833
2010-09-29,5991.2998046875,-0.0063557042001228,0.0079413632553335,0.0051732551579674,5587.68201171875,1.072233493624416,1,Sideways / Neutral,-0.0063557042001228,-0.0063557042001228,1.1315752887202322,1.0531900877633646
2010-09-30,6029.9501953125,0.006430366859766,0.0077461179742571,0.0048560982855151,5600.294013671875,1.0767202901475734,1,Sideways / Neutral,0.006430366859766,0.006430366859766,1.138851732956149,1.0599624864007522
2010-10-01,6143.39990234375,0.0186395677094109,0.0083102214484909,0.0056575801131766,5614.3230078125,1.094236988822165,1,Sideways / Neutral,0.0186395677094109,0.0186395677094109,1.160079436943565,1.0797197289354545
2010-10-04,6159.4501953125,0.0026092006237768,0.0081861138316802,0.0058495965731155,5628.530009765625,1.0943266154085909,1,Sideways / Neutral,0.0026092006237768,0.0026092006237768,1.1631063169340687,1.082536934325697
2010-10-05,6145.7998046875,-0.0022186296457684,0.0078788038377815,0.0048563411456771,5643.07400390625,1.089087224522176,1,Sideways / Neutral,-0.0022186296457684,-0.0022186296457684,1.1605258147781383,1.0801351857905628
2010-10-06,6186.4501953125,0.0065925581873924,0.0078883516944372,0.0049440409810602,5658.191005859375,1.0933618516776975,1,Sideways / Neutral,0.0065925581873924,0.0065925581873924,1.1681766487400342,1.087256039853137
2010-10-07,6120.2998046875,-0.0107503650775526,0.0085960380482877,0.0043721831866602,5672.646005859375,1.0789144604415182,1,Sideways / Neutral,-0.0107503650775526,-0.0107503650775526,1.1556183232910069,1.0755676404919416
2010-10-08,6103.4501953125,-0.0027568659448782,0.0087339023755401,0.0039480660492102,5686.53701171875,1.073315830484279,1,Sideways / Neutral,-0.0027568659448782,-0.0027568659448782,1.1524324384902487,1.0726024446924565
2010-10-11,6135.85009765625,0.0052944167152087,0.0077678775177679,0.0031605579540471,5701.90201171875,1.0761058476707657,1,Sideways / Neutral,0.0052944167152087,0.0052944167152087,1.15853389605574,1.07828124900441
2010-10-12,6090.89990234375,-0.0073527957677148,0.0080750264855495,0.0024852745014346,5715.08701171875,1.0657580348040894,1,Sideways / Neutral,-0.0073527957677148,-0.0073527957677148,1.1500154329280674,1.0703528672003242
2010-10-13,6233.89990234375,0.0232062864649766,0.0091328605885559,0.0030845192335568,5730.974013671875,1.0877557440449197,1,Sideways / Neutral,0.0232062864649766,0.0232062864649766,1.1767030205037403,1.095191782455184
2010-10-14,6177.35009765625,-0.0091127317587619,0.0093440157953892,0.0029047684141722,5745.164013671875,1.0752260654275303,1,Sideways / Neutral,-0.0091127317587619,-0.0091127317587619,1.1659800415181647,1.0852115935172695
2010-10-15,6062.64990234375,-0.0187424106095344,0.0103680749561272,0.0014874352214904,5757.475009765625,1.0530049877872676,1,Sideways / Neutral,-0.0187424106095344,-0.0187424106095344,1.1441267648175093,1.0648721122333418
2010-10-18,6075.9501953125,0.0021914056290457,0.0097867069474224,0.00079212695604,5770.209013671875,1.0529861536932552,1,Sideways / Neutral,0.0021914056290457,0.0021914056290457,1.1466340106502724,1.0672056789743039
